filename,intersections,radius
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,17,25
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,12,26
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,10,27
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,18,28
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,11,29
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,14,30
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,9,31
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,12,32
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,8,33
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,7,34
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,3,35
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,1,36
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,1,37
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,1,38
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,5,39
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,2,40
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,3,41
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,5,42
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,4,43
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,3,44
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,4,45
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,1,46
projects/data/240521_MG/21-32-07/Imaris/21-32-07_100x_DS1_3_Statistics/21-32-07_100x_DS1_c3_Detailed.csv,0,47
